"site.name","local.id","site.type","year","xcoord","ycoord","species","plant.code","avg.cov","coc","nativity","stress.tol","notes"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"DROSERA ROTUNDIFOLIA","DRRO",0.06,4,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"EPILOBIUM LEPTOPHYLLUM","EPLE2",0.02,4,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"EPILOBIUM LEPTOPHYLLUM","EPLE2",0.1,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"EPILOBIUM PALUSTRE","EPPA",0.02,5,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"EURYBIA RADULA","EURA10",0.02,6,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"GAULTHERIA HISPIDULA","GAHI2",0.02,6,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"HYPERICUM CANADENSE","HYCA7",0.02,5,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"HYPERICUM GENTIANOIDES","HYGE",0.02,4,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"ILEX VERTICILLATA","ILVE",0.02,4,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"JUNCUS ACUMINATUS","JUAC",0.02,5,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"JUNCUS CANADENSIS","JUCA3",0.02,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"LINNAEA BOREALIS","LIBO3",0.4,5,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"LINNAEA BOREALIS","LIBO3",0.02,5,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"LINNAEA BOREALIS","LIBO3",0.2,5,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"LYCOPUS UNIFLORUS","LYUN",0.04,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"LYCOPUS UNIFLORUS","LYUN",0.02,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"MORELLA PENSYLVANICA","MOPE6",0.4,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"OSMUNDA CLAYTONIANA","OSCL2",0.02,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"PICEA MARIANA","PIMA",0.62,6,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"PICEA MARIANA","PIMA",0.02,6,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"PICEA RUBENS","PIRU",0.02,4,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"PICEA RUBENS","PIRU",0.66,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"RUBUS FLAGELLARIS","RUFL",0.02,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"RUBUS FLAGELLARIS","RUFL",0.02,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"RUBUS HISPIDUS","RUHI",0.02,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"SOLIDAGO GIGANTEA","SOGI",0.04,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"SPIRAEA ALBA","SPAL2",0.1,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"SPIRAEA ALBA","SPAL2",0.1,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"SPIRAEA ALBA VAR. LATIFOLIA","SPALL",0.26,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"SPIRAEA TOMENTOSA","SPTO2",4.2,4,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"SPIRAEA TOMENTOSA","SPTO2",1.44,4,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"SPIRAEA TOMENTOSA","SPTO2",5.2,4,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"THELYPTERIS PALUSTRIS","THPA",22.8,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"THELYPTERIS PALUSTRIS","THPA",8.64,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"THELYPTERIS PALUSTRIS VAR. PUBESCENS","THPAP",22.42,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"THUJA OCCIDENTALIS","THOC2",0.08,3,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"THUJA OCCIDENTALIS","THOC2",0.22,3,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"THUJA OCCIDENTALIS","THOC2",0.2,3,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"TRIADENUM VIRGINICUM","TRVI2",0.1,6,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"TRIADENUM VIRGINICUM","TRVI2",0.1,6,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"TRIADENUM VIRGINICUM","TRVI2",1.24,6,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"TYPHA LATIFOLIA","TYLA",0.04,2,"native",1,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"TYPHA LATIFOLIA","TYLA",0.04,2,"native",1,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"TYPHA LATIFOLIA","TYLA",0.04,2,"native",1,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"VACCINIUM MACROCARPON","VAMA",0.04,5,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"VACCINIUM MACROCARPON","VAMA",0.44,5,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"VACCINIUM MACROCARPON","VAMA",2.6,5,"native",0,"Little Hunter's Brook"
"NWCA11-R305","LIHU","SEN",2011,562734.687133,4905961.53258,"VIOLA","VIOLA",0.1,4.25,"native",0,"Little Hunter's Brook"
"NWCA16-R305","LIHU","SEN",2016,562734.687133,4905961.53258,"VIOLA","VIOLA",0.02,4.25,"native",0,"Little Hunter's Brook"
"NWC21-ME-HP305","LIHU","SEN",2021,562734.687133,4905961.53258,"VIOLA","VIOLA",0.06,4.25,"native",0,"Little Hunter's Brook"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ACER RUBRUM","ACRU",0.1,3,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ACER RUBRUM","ACRU",0.1,3,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ACER RUBRUM","ACRU",0.28,3,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ALNUS INCANA SPP. RUGOSA","ALINR",0.4,3,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ALNUS VIRIDIS","ALVI5",0.2,4,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ALNUS VIRIDIS","ALVI5",0.2,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ANDROMEDA POLIFOLIA","ANPO",7.04,7,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ANDROMEDA POLIFOLIA","ANPO",1.26,7,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ANDROMEDA POLIFOLIA VAR. GLAUCOPHYLLA","ANPOG",8,7,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ARETHUSA BULBOSA","ARBU",0.1,9,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ARETHUSA BULBOSA","ARBU",0.1,9,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ARETHUSA BULBOSA","ARBU",0.1,9,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ARONIA MELANOCARPA","ARME6",0.1,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ARONIA MELANOCARPA","ARME6",0.1,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ARONIA MELANOCARPA","ARME6",0.08,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CALAMAGROSTIS CANADENSIS","CACA4",0.02,3,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CALAMAGROSTIS CANADENSIS","CACA4",0.02,3,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CALOPOGON TUBEROSUS","CATU5",0.1,7,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CALOPOGON TUBEROSUS","CATU5",0.08,7,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CALOPOGON TUBEROSUS VAR. TUBEROSUS","CATUT",0.1,7,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CAREX EXILIS","CAEX7",11.2,8,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CAREX EXILIS","CAEX7",2.4,8,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CAREX EXILIS","CAEX7",1.62,8,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CAREX LASIOCARPA","CALA11",11,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CAREX LASIOCARPA","CALA11",17,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CAREX LASIOCARPA SPP. AMERICANA","CALAA",26.6,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CAREX OLIGOSPERMA","CAOL3",0.02,8,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CAREX OLIGOSPERMA","CAOL3",0.02,8,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CAREX STRICTA","CAST8",1.82,4,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CAREX STRICTA","CAST8",0.82,4,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CAREX STRICTA","CAST8",1.22,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CAREX UTRICULATA","CAUT",11.22,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CAREX UTRICULATA","CAUT",8.4,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CAREX UTRICULATA","CAUT",6.84,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CHAMAEDAPHNE CALYCULATA","CHCA2",0.46,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CHAMAEDAPHNE CALYCULATA","CHCA2",1.6,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CHAMAEDAPHNE CALYCULATA","CHCA2",0.46,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"CLADIUM MARISCOIDES","CLMA",0.2,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"CLADIUM MARISCOIDES","CLMA",0.6,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"CLADIUM MARISCOIDES","CLMA",0.02,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"DROSERA INTERMEDIA","DRIN3",0.1,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"DROSERA INTERMEDIA","DRIN3",0.1,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"DROSERA INTERMEDIA","DRIN3",0.1,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"DROSERA ROTUNDIFOLIA","DRRO",0.1,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ERIOPHORUM ANGUSTIFOLIUM","ERAN6",0.04,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ERIOPHORUM ANGUSTIFOLIUM","ERAN6",0.04,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ERIOPHORUM ANGUSTIFOLIUM SPP. ANGUSTIFOLIUM","ERANA3",0.04,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ERIOPHORUM VIRGINICUM","ERVI8",3.64,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ERIOPHORUM VIRGINICUM","ERVI8",0.44,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ERIOPHORUM VIRGINICUM","ERVI8",0.06,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"EURYBIA RADULA","EURA10",0.06,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"EURYBIA RADULA","EURA10",0.02,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"EURYBIA RADULA","EURA10",0.04,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"GAYLUSSACIA BACCATA","GABA",0.02,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ILEX MUCRONATA","ILMU",0.02,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ILEX MUCRONATA","ILMU",0.02,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ILEX MUCRONATA","ILMU",0.04,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ILEX VERTICILLATA","ILVE",0.02,4,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ILEX VERTICILLATA","ILVE",0.06,4,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ILEX VERTICILLATA","ILVE",0.26,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"KALMIA ANGUSTIFOLIA","KAAN",0.04,4,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"KALMIA ANGUSTIFOLIA","KAAN",0.04,4,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"KALMIA ANGUSTIFOLIA SPP. ANGUSTIFOLIA","KAAN",0.24,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"KALMIA POLIFOLIA","KAPO",0.02,8,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"LARIX LARICINA","LALA",0.02,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"MUHLENBERGIA UNIFLORA","MUUN",0.1,4,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"MUHLENBERGIA UNIFLORA","MUUN",0.1,4,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"MUHLENBERGIA UNIFLORA","MUUN",0.28,4,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"MYRICA GALE","MYGA",45,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"MYRICA GALE","MYGA",9.8,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"MYRICA GALE","MYGA",14.4,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"OCLEMENA NEMORALIS","OCNE2",9.4,8,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"OCLEMENA NEMORALIS","OCNE2",8,8,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"OCLEMENA NEMORALIS","OCNE2",11.6,8,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"PINUS STROBUS","PIST",0.02,3,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"POGONIA OPHIOGLOSSOIDES","POOP",0.28,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"POGONIA OPHIOGLOSSOIDES","POOP",0.06,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"POGONIA OPHIOGLOSSOIDES","POOP",0.82,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"RHODODENDRON CANADENSE","RHCA6",0.06,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"RHODODENDRON CANADENSE","RHCA6",0.04,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"RHODODENDRON CANADENSE","RHCA6",0.02,5,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"RHYNCHOSPORA ALBA","RHAL3",26,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"RHYNCHOSPORA ALBA","RHAL3",5.22,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"RHYNCHOSPORA ALBA","RHAL3",2.22,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"ROSA NITIDA","RONI",0.02,7,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"ROSA NITIDA","RONI",0.04,7,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"ROSA NITIDA","RONI",0.04,7,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"RUBUS HISPIDUS","RUHI",0.64,3,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"RUBUS HISPIDUS","RUHI",0.44,3,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"RUBUS HISPIDUS","RUHI",3.8,3,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"SARRACENIA PURPUREA","SAPU4",0.46,7,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"SARRACENIA PURPUREA","SAPU4",0.28,7,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"SARRACENIA PURPUREA SPP. PURPUREA","SAPU4",0.1,7,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"SOLIDAGO ULIGINOSA","SOUL",2.24,8,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"SOLIDAGO ULIGINOSA","SOUL",8.2,8,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"SOLIDAGO ULIGINOSA VAR. PERACUTA","SOULP",4.22,8,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"SPIRAEA ALBA","SPAL2",0.02,3,"native",1,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"SPIRAEA ALBA","SPAL2",0.04,3,"native",1,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"SPIRAEA ALBA VAR. LATIFOLIA","SPALL",0.02,3,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"TRIADENUM VIRGINICUM","TRVI2",0.04,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"TRIADENUM VIRGINICUM","TRVI2",0.04,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"TRIADENUM VIRGINICUM","TRVI2",0.06,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"TYPHA LATIFOLIA","TYLA",0.02,2,"native",1,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"UTRICULARIA CORNUTA","UTCO",0.08,6,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"UTRICULARIA CORNUTA","UTCO",0.04,6,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"UTRICULARIA CORNUTA","UTCO",0.02,6,"native",0,"New Mills- North"
"NWCA11-R306","NEMI","SEN",2011,560565.544666,4915579.55217,"VACCINIUM MACROCARPON","VAMA",0.28,5,"native",0,"New Mills- North"
"NWCA16-R306","NEMI","SEN",2016,560565.544666,4915579.55217,"VACCINIUM MACROCARPON","VAMA",0.66,5,"native",0,"New Mills- North"
"NWC21-ME-HP306","NEMI","SEN",2021,560565.544666,4915579.55217,"VACCINIUM MACROCARPON","VAMA",0.28,5,"native",0,"New Mills- North"
"NWCA11-R302","WMTN","SEN",2011,550431.548401,4903780.79241,"ABIES BALSAMEA","ABBA",0.08,3,"native",1,"Western Mtn. Swamp"
"NWCA16-R302","WMTN","SEN",2016,550431.548401,4903780.79241,"ABIES BALSAMEA","ABBA",0.26,3,"native",1,"Western Mtn. Swamp"
"NWC21-ME-HP302","WMTN","SEN",2021,550431.548401,4903780.79241,"ABIES BALSAMEA","ABBA",0.28,3,"native",1,"Western Mtn. Swamp"
"NWCA11-R302","WMTN","SEN",2011,550431.548401,4903780.79241,"ACER PENSYLVANICUM","ACPE",0.08,5,"native",0,"Western Mtn. Swamp"
"NWCA16-R302","WMTN","SEN",2016,550431.548401,4903780.79241,"ACER PENSYLVANICUM","ACPE",0.02,5,"native",0,"Western Mtn. Swamp"
"NWC21-ME-HP302","WMTN","SEN",2021,550431.548401,4903780.79241,"ACER PENSYLVANICUM","ACPE",0.04,5,"native",0,"Western Mtn. Swamp"
"NWCA11-R302","WMTN","SEN",2011,550431.548401,4903780.79241,"ACER RUBRUM","ACRU",0.48,3,"native",1,"Western Mtn. Swamp"
"NWCA16-R302","WMTN","SEN",2016,550431.548401,4903780.79241,"ACER RUBRUM","ACRU",0.66,3,"native",1,"Western Mtn. Swamp"
"NWC21-ME-HP302","WMTN","SEN",2021,550431.548401,4903780.79241,"ACER RUBRUM","ACRU",0.28,3,"native",1,"Western Mtn. Swamp"
"NWCA11-R302","WMTN","SEN",2011,550431.548401,4903780.79241,"AMELANCHIER","AMELA",0.08,4.33333333333333,"native",0,"Western Mtn. Swamp"
"NWCA16-R302","WMTN","SEN",2016,550431.548401,4903780.79241,"AMELANCHIER","AMELA",0.06,4.33333333333333,"native",0,"Western Mtn. Swamp"
"NWC21-ME-HP302","WMTN","SEN",2021,550431.548401,4903780.79241,"AMELANCHIER","AMELA",0.1,4.33333333333333,"native",0,"Western Mtn. Swamp"
"NWCA11-R302","WMTN","SEN",2011,550431.548401,4903780.79241,"BETULA ALLEGHANIENSIS","BEAL2",0.06,5,"native",0,"Western Mtn. Swamp"
